wavelength,y_bar
807,2.47225e-06
808,2.32503e-06
809,2.18677e-06
810,2.05715e-06
811,1.93581e-06
812,1.82224e-06
813,1.71591e-06
814,1.61635e-06
815,1.52311e-06
816,1.43575e-06
817,1.35377e-06
818,1.27671e-06
819,1.20417e-06
820,1.13576e-06
821,1.07118e-06
822,1.01024e-06
823,9.52778e-07
824,8.98622e-07
825,8.47617e-07
826,7.99605e-07
827,7.54436e-07
828,7.11962e-07
829,6.72042e-07
830,6.34538e-07
